"ID","","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211"
"At2g04340-11","2","11.315","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","B","B","B","A","B","B","A","B","B","B","A","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g04550-1","2","11.418","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","A","B","A","B","A","B","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","B","B","B","A","B","B","A","B","B","B","A","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g05070-5","2","11.686","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","A","B","A","B","A","B","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","B","B","B","A","B","B","A","B","B","B","A","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g05380-11","2","11.995","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","A","B","B","A","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g05630-4","2","12.265","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","B","B","A","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","A","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","A","B","B","A","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"MSAT2.38","2","13.275","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","-","A","B","A","B","-","B","B","B","-","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","-","A","B","A","B","A","-","A","B","B","B","B","A","B","B","B","-","A","A","B","A","B","B","B","-","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","-","B","B","B","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g06925-11","2","13.294","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","B","B","A","A","A","B","A","B","B","B","A","A","B","A","B","A","B","B","A","A","A","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","A","B","B","A","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","A","B","B","B","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g14170-3","2","14.39","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","A","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","B","B","B","A","B","B","A","B","A","B","B","A","A","A","B","B","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","A","A","B","B","B","B","B","B","B","A","B","B","A","A","B","B","B","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g14560-2","2","15.282","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","A","A","A","B","A","B","A","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A","B","B","B","A","B","B","A","B","A","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","A","A","B","B","B","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","B","B","B","B","A","B","B","A","B","B","B","B","A","B","B","A","A","A","B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g15580-9","2","18.762","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","B","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","B","A","B","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","A","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","-","A","B","B","B","A","B","B","B","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g15620-4","2","19.031","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","B","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","B","A","B","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A","B","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","A","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","A","B","B","B","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","A","B","A","A","B"
"At2g15890-8","2","19.466","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","B","B","B","B","A","A","A","A","B","B","A","B","A","B","B","B","B","B","A","B","A","B","A","B","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","A","B","A","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","-","A","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B","A","A","B"
"At2g16500-10","2","19.656","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","B","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","-","B","B","A","A","A","A","A","A","A","B","A","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","-","B","B","A","B","A","B","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","A","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","-","A","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B","A","A","B"
"At2g16280-7","2","19.886","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","B","B","B","B","A","A","A","A","B","B","A","B","A","B","B","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A","B","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","A","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B","A","A","B"
"At2g15960-4","2","19.96","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","B","B","B","B","A","A","A","A","B","B","A","B","A","B","B","B","B","B","A","B","A","A","A","B","A","B","A","B","B","A","B","B","B","A","A","B","A","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","B","B","B","A","B","A","B","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","A","B","A","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B","A","A","B"
"At2g16700-6","2","21.436","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","A","A","B","B","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","A","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","A","B","A","B","A","A","B","A","B","B","B","A","A","B","A","A","A","A","B","A","B","A","A","B","B","A","B","A","A","A","B","A","A","A","A","B","A","A","A","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","A","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","B","B","B","A","B","B","A","B","B","B","B","B","A","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B","A","A","B"
"At2g17240-6","2","23.475","A","A","B","B","A","B","B","B","A","B","A","B","A","B","B","A","A","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","A","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","A","B","B","A","B","A","A","B","A","B","B","B","A","A","A","A","A","A","A","B","A","B","A","A","B","B","A","B","B","A","A","B","A","A","A","A","B","A","A","A","A","A","A","A","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","B","B","A","B","A","B","A","A","B","B","A","B","B","A","B","B","B","B","A","A","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B","A","A","B"
"At2g18300-3","2","26.771","A","A","B","B","A","B","B","B","A","B","A","B","A","B","B","A","A","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","A","A","A","A","B","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","A","B","B","A","B","B","A","B","B","A","B","A","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","A","A","A","B"
"At2g18250-10","2","26.855","A","A","B","B","A","B","B","B","A","B","A","B","A","B","B","A","A","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","A","A","A","A","B","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","A","A","A","B"
"At2g18400-11","2","27.27","A","A","B","B","A","B","B","B","A","B","A","B","A","B","B","A","A","B","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","-","A","A","A","A","B","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","A","A","A","A","A","A","B"
"At2g18710-1","2","28.417","A","A","B","B","A","B","B","B","A","B","A","B","A","A","B","A","A","B","A","A","B","B","B","A","A","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","B","A","A","A","A","B","A","B","B","A","B","A","A","B","B","A","A","B","A","A","B","B","B","A","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","A","A","A","A","B","A","B"
"At2g19270-11","2","28.593","A","A","B","B","A","B","B","B","A","B","A","B","A","A","B","A","A","B","A","A","B","B","B","B","A","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","B","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","A","A","A","A","A","B","A","B","B","A","B","A","A","B","B","A","A","B","A","A","B","B","B","A","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","A","A","A","A","B","A","B"
"MSAT2.36","2","31.909","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","A","A","A","A","B","B","-","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","B","B","B","A","A","-","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","-","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","-","A","B","B","A","B","B","-","B","B","A","B","-","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","A","A","A","-","B","A","B"
"At2g20230-2","2","31.955","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","A","A","A","A","B","B","B","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","A","B","B","B","A","A","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","A","A","A","A","B","A","B"
"At2g21130-7","2","32.418","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","A","A","A","B","B","B","-","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","A","-","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","A","A","A","A","B","A","B"
"At2g21620-10","2","32.799","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","A","A","A","B","B","B","A","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","A","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","B","A","A","A","A","B","A","B"
"At2g21790-9","2","33.038","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","B","A","A","A","A","B","A","B"
"At2g21870-11","2","33.146","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","B","A","A","B","B","B","A","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","A","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","B","A","A","A","A","B","A","B"
"At2g22170-3","2","33.816","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","A","A","A","A","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","B","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","B","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","A","B","B","A","A","A","A","B","A","B"
"At2g22500-8","2","34.337","A","A","B","B","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","B","A","A","A","A","B","B","A","A","A","A","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","B","A","B","A","B","A","A","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","B","A","A","A","B","B","B","B","B","A","A","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A","B","A","B","B","B","B","A","B","B","A","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","B","B","B","B","B","A","B","B","A","B","B","B","A","B","B","A","A","B","B","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","A","B","A","B"
