;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211
MSAT5.22	A	B	A	A	B	B	B	B	A	B	B	A	B	A	B	A	-	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	-	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	-	B	B	A	B	A	-	-	B	A	A	B	-	B	B	A	B	B	A	B	B	A	A	-	A	B	B	B	B	B	A	B	A	A	A	B	A	-	A	A	B	A	B	-	A	A	A	A	A	A	A	A	A	B	A	B	B	B	A	B	-	A	B	A	A	B	A	B	B	A	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	B	B	B	B	B	B	B	A	A	A	A	A	A	A	B	B	A	B	A	B	-	B	B	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	B	B	B	B	-	A	-	B	B	B	B	B	A	B	B	B	B	B	B	B	-	-	A	B	B	A
At5g36230-2	A	B	A	A	B	B	B	B	A	B	B	A	B	A	B	A	B	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	B	A	B	A	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	B	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	A	A	A	B	A	B	B	B	B	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	A	B	B	B	B	B	A	B	B	B	B	B	B	B	A	A	A	B	B	A
At5g36890-8	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	A	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	B	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	B	B	B	B	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	B	A	A	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g42570-8	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	B	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	-	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g42980-6	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	B	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g41990-6	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	A	B	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g43760-2	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g43460-10	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	B	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	-	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	A	B	A	A	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
MSAT5.9	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	-	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	-	A	B	A	A	B	-	B	B	A	B	A	A	B	A	B	A	-	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	-	B	A	-	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	-	B	A	B	B	-	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g43010-7	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	B	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	B	A	-	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g43750-1	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g43440-11	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	B	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	-	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g44020-6	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g40950-1	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g42070-11	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g41210-11	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	B	A	-	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g40370-4	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g44340-8	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	A	A	A	A	B	B	A	A	A	B	B	B	B	A	B	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	B	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g44110-7	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	A	A	A	A	B	B	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g44320-4	A	A	A	A	B	B	B	B	A	B	B	A	B	B	B	A	A	A	B	B	A	A	B	A	B	B	A	B	A	B	A	B	A	A	B	B	A	B	B	A	B	A	A	B	B	A	B	A	B	B	B	B	B	A	B	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	B	A	A	A	B	A	B	A	A	B	B	B	B	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	A	A	A	A	B	B	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	A	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	A	B	B	-	B	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g39730-6	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g39510-2	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	B	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	-	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g38980-10	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g39250-6	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g38650-2	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	-	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g38630-9	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	A	B	B	B	B	-	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g38380-4	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	-	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	-	B	B	B	B	B	B	A	A	B	A	B	A	A	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	B	A	B	B	A	B	B	B	B	B	B	B	B	A	B	B	B	A	A	A	B	B	A
At5g37510-11	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	A	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	B	A	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	A
At5g37600-7	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	A	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	B	A	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	A
At5g37780-7	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	-	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	B	A	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	A
At5g37850-2	A	A	A	A	B	B	B	B	A	B	B	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	A	A	B	B	A	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	A	A	B	A	A	A	A	A	A	A	A	B	A	B	A	A	A	A	A	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	-	B	B	B	A	B	A	B	B	B	A	B	A	A	A	B	B	A	A	A	A	B	B	B	A	B	A	A	A	B	B	B	B	B	B	A	A	B	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	B	A	B	A	A	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	B	A
